0.8;0;0.6;0
0.799000833;0.019966683;0.6;0.1
0.796013316;0.039733866;0.6;0.2
0.791067298;0.059104041;0.6;0.3
0.784212199;0.077883668;0.6;0.4
0.775516512;0.095885108;0.6;0.5
0.765067123;0.112928495;0.6;0.6
0.752968437;0.128843537;0.6;0.7
0.739341342;0.143471218;0.6;0.8
0.724321994;0.156665382;0.6;0.9
0.708060461;0.168294197;0.6;1
0.690719224;0.178241472;0.6;1.1
0.672471551;0.186407817;0.6;1.2
0.653499766;0.192711637;0.6;1.3
0.633993429;0.197089946;0.6;1.4
0.61414744;0.199498997;0.6;1.5
0.594160096;0.199914721;0.6;1.6
0.574231101;0.198332962;0.6;1.7
0.554559581;0.194769526;0.6;1.8
0.535342087;0.189260018;0.6;1.9
0.516770633;0.181859485;0.6;2
0.499030779;0.172641873;0.6;2.1
0.482299777;0.161699281;0.6;2.2
0.466744796;0.149141042;0.6;2.3
0.452521257;0.135092636;0.6;2.4
0.439771277;0.119694429;0.6;2.5
0.428622249;0.103100274;0.6;2.6
0.419185572;0.085475976;0.6;2.7
0.411555532;0.06699763;0.6;2.8
0.405808367;0.047849866;0.6;2.9
0.402001501;0.028224002;0.6;3
0.40017297;0.008316132;0.6;3.1
0.400341045;-0.011674829;0.6;3.2
0.402504046;-0.031549139;0.6;3.3
0.406640361;-0.05110822;0.6;3.4
0.412708663;-0.070156646;0.6;3.5
0.420648317;-0.088504089;0.6;3.6
0.430379994;-0.105967228;0.6;3.7
0.441806458;-0.122371578;0.6;3.8
0.454813539;-0.137553232;0.6;3.9
0.469271276;-0.151360499;0.6;4
0.485035211;-0.163655422;0.6;4.1
0.501947836;-0.174315154;0.6;4.2
0.519840166;-0.183233187;0.6;4.3
0.538533426;-0.190320415;0.6;4.4
0.55784084;-0.195506024;0.6;4.5
0.577569495;-0.198738201;0.6;4.6
0.597522267;-0.199984652;0.6;4.7
0.617499797;-0.199232922;0.6;4.8
0.637302474;-0.196490523;0.6;4.9
0.656732437;-0.191784855;0.6;5
0.675595549;-0.185162936;0.6;5.1
0.693703334;-0.176690931;0.6;5.2
0.710874867;-0.166453488;0.6;5.3
0.726938575;-0.154552898;0.6;5.4
0.741733955;-0.141108065;0.6;5.5
0.755113176;-0.126253328;0.6;5.6
0.766942557;-0.110137109;0.6;5.7
0.777103903;-0.092920436;0.6;5.8
0.785495686;-0.074775333;0.6;5.9
0.792034057;-0.0558831;0.6;6
0.796653688;-0.036432501;0.6;6.1
0.799308419;-0.016617881;0.6;6.2
0.799971727;0.00336278;0.6;6.3
0.798636984;0.023309841;0.6;6.4
0.795317525;0.043023998;0.6;6.5
0.790046518;0.062308273;0.6;6.6
0.78287663;0.080969984;0.6;6.7
0.773879498;0.09882267;0.6;6.8
0.76314502;0.115687953;0.6;6.9
0.750780451;0.13139732;0.6;7
0.736909333;0.145793808;0.6;7.1
0.721670263;0.158733573;0.6;7.2
0.705215503;0.170087324;0.6;7.3
0.687709466;0.179741619;0.6;7.4
0.669327064;0.187599995;0.6;7.5
0.650251969;0.193583934;0.6;7.6
0.630674772;0.197633647;0.6;7.7
0.610791084;0.199708669;0.6;7.8
0.590799575;0.199788268;0.6;7.9
0.570899993;0.197871649;0.6;8
0.551291169;0.193977962;0.6;8.1
0.532169028;0.188146111;0.6;8.2
0.513724631;0.180434367;0.6;8.3
0.496142269;0.170919782;0.6;8.4
0.479597619;0.159697423;0.6;8.5
0.464255991;0.14687942;0.6;8.6
0.450270671;0.132593846;0.6;8.7
0.437781397;0.116983439;0.6;8.8
0.426912958;0.100204171;0.6;8.9
0.417773948;0.082423697;0.6;9
0.41045568;0.063819672;0.6;9.1
0.405031276;0.044577983;0.6;9.2
0.401554935;0.024890885;0.6;9.3
0.400061392;0.004955085;0.6;9.4
0.400565569;-0.015030224;0.6;9.5
0.403062429;-0.034865356;0.6;9.6
0.407527024;-0.054352125;0.6;9.7
0.413914746;-0.073295826;0.6;9.8
0.422161769;-0.091507179;0.6;9.9
